Waktu,Tipe Kejadian,Kabupaten / Kota,Cuaca,Tingkatan
20/05/2022 13.00.00,Banjir Rob,Banyuwangi Kabupaten,Cerah Berawan,RENDAH
19/05/2022 11.30.25,Banjir Rob,Bangkalan Kabupaten,Hujan Lebat,RENDAH
19/05/2022 11.00.00,Banjir Rob,Pasuruan Kota,Cerah Berawan,RENDAH
19/05/2022 10.00.00,Banjir Rob,Gresik Kabupaten,Cerah Berawan,RENDAH
19/05/2022 09.30.00,Banjir Rob,Banyuwangi Kabupaten,Cerah,RENDAH
19/05/2022 09.00.00,Banjir Rob,Tuban Kabupaten,Cerah Berawan,RENDAH
18/05/2022 11.00.00,Banjir Rob,Sidoarjo Kabupaten,Berawan,RENDAH
18/05/2022 10.30.19,Banjir Rob,Gresik Kabupaten,Berawan,RENDAH
18/05/2022 10.10.26,Banjir Rob,Pasuruan Kota,Cerah,RENDAH
18/05/2022 10.00.00,Banjir Rob,Banyuwangi Kabupaten,Hujan Sedang,RENDAH
17/05/2022 19.00.45,Banjir Rob,Pasuruan Kabupaten,Cerah,RENDAH
16/05/2022 09.00.35,Banjir Rob,Sumenep Kabupaten,Cerah,RENDAH
09/05/2022 22.00.00,Banjir,Pasuruan Kabupaten,Hujan Sedang,SEDANG
08/05/2022 21.30.20,Banjir,Lamongan Kabupaten,Hujan Lebat,SEDANG
08/05/2022 18.30.00,Banjir,Bojonegoro Kabupaten,Hujan Sedang,RENDAH
06/05/2022 16.30.00,Banjir,Batu Kota,Hujan,RENDAH
27/04/2022 00.00.00,Banjir,Situbondo Kabupaten,Hujan Lebat,SEDANG
25/04/2022 15.00.41,Banjir,Kediri Kabupaten,Hujan Lebat,RENDAH
21/04/2022 18.00.35,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
20/04/2022 19.30.00,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
20/04/2022 13.30.00,Banjir,Blitar Kabupaten,Hujan Lebat,RENDAH
20/04/2022 11.27.15,Banjir,Batu Kota,Hujan Lebat,RENDAH
19/04/2022 18.30.32,Banjir,Blitar Kabupaten,Berawan - Hujan Ringan,RENDAH
19/04/2022 18.30.00,Banjir,Mojokerto Kabupaten,Berawan,RENDAH
19/04/2022 16.00.00,Banjir,Mojokerto Kabupaten,Hujan Ringan,RENDAH
19/04/2022 14.30.00,Banjir,Jember Kabupaten,Hujan Sedang,RENDAH
19/04/2022 14.00.00,Banjir,Malang Kota,Hujan Sedang,SEDANG
19/04/2022 13.30.00,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
16/04/2022 13.50.00,Banjir,Malang Kota,Hujan Lebat,SEDANG
08/04/2022 15.00.00,Banjir,Malang Kota,Hujan Lebat,SEDANG
08/04/2022 14.30.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
08/04/2022 12.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
04/04/2022 19.30.00,Banjir,Malang Kabupaten,Hujan,RENDAH
04/04/2022 14.00.36,Banjir,Malang Kota,Hujan Lebat,RENDAH
01/04/2022 15.00.00,Banjir,Pasuruan Kota,Hujan,RENDAH
01/04/2022 13.36.00,Banjir,Tuban Kabupaten,Hujan,RENDAH
31/03/2022 17.00.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
31/03/2022 14.00.00,Banjir,Sidoarjo Kabupaten,Hujan Lebat,RENDAH
28/03/2022 22.50.00,Banjir,Pasuruan Kota,Hujan Lebat,SEDANG
28/03/2022 22.33.02,Banjir,Probolinggo Kabupaten,Hujan Lebat,RENDAH
28/03/2022 22.10.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,SEDANG
28/03/2022 18.30.33,Banjir,Pasuruan Kabupaten,Hujan Lebat,SEDANG
28/03/2022 18.00.48,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
27/03/2022 16.00.00,Banjir,Tulungagung Kabupaten,Hujan Sedang - Lebat,RENDAH
27/03/2022 14.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
26/03/2022 15.55.00,Banjir,Blitar Kota,Berawan,RENDAH
25/03/2022 00.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
24/03/2022 23.00.24,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
24/03/2022 21.30.01,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
23/03/2022 17.00.00,Banjir,Pasuruan Kota,Hujan Sedang - Lebat,RENDAH
22/03/2022 13.20.00,Banjir,Banyuwangi Kabupaten,Hujan,RENDAH
21/03/2022 23.12.18,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
21/03/2022 22.15.32,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
21/03/2022 19.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
21/03/2022 16.00.10,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
21/03/2022 16.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
21/03/2022 15.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
21/03/2022 14.10.46,Banjir,Banyuwangi Kabupaten,Hujan Lebat,TINGGI
21/03/2022 12.00.44,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
21/03/2022 12.00.34,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
21/03/2022 11.30.18,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
20/03/2022 18.00.41,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
20/03/2022 17.45.00,Banjir,Pasuruan Kota,Hujan Intensitas Tinggi,RENDAH
20/03/2022 16.00.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
19/03/2022 17.45.00,Banjir,Bojonegoro Kabupaten,Hujan Sedang - Lebat,SEDANG
18/03/2022 16.00.00,Banjir,Malang Kota,hujan,RENDAH
17/03/2022 21.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
16/03/2022 19.30.00,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
16/03/2022 14.00.06,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
16/03/2022 08.30.00,Banjir,Ngawi Kabupaten,Hujan Lebat,RENDAH
15/03/2022 20.00.00,Banjir,Jember Kabupaten,Hujan Sedang,RENDAH
15/03/2022 19.30.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
15/03/2022 18.00.00,Banjir,Madiun Kabupaten,Hujan Ringan - Sedang,RENDAH
15/03/2022 17.00.00,Banjir,Blitar Kabupaten,Hujan Ringan,RENDAH
15/03/2022 16.00.00,Banjir,Blitar Kabupaten,Hujan Lebat,RENDAH
15/03/2022 16.00.00,Banjir,Blitar Kabupaten,Hujan Lebat,RENDAH
15/03/2022 15.30.00,Banjir,Blitar Kota,Hujan Lebat,RENDAH
15/03/2022 14.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
15/03/2022 03.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
14/03/2022 20.00.00,Banjir,Lumajang Kabupaten,Hujan,RENDAH
14/03/2022 18.30.00,Banjir,Probolinggo Kabupaten,Berawan,RENDAH
14/03/2022 15.45.00,Banjir,Gresik Kabupaten,Berawan,RENDAH
14/03/2022 15.30.00,Banjir,Jember Kabupaten,Hujan,SEDANG
14/03/2022 15.00.00,Banjir,Malang Kabupaten,Hujan,TINGGI
14/03/2022 06.46.21,Banjir,Lumajang Kabupaten,Hujan,RENDAH
13/03/2022 04.00.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
11/03/2022 14.26.41,Banjir,Gresik Kabupaten,Hujan Lebat,SEDANG
11/03/2022 12.30.00,Banjir,Gresik Kabupaten,Hujan Sedang - Lebat,RENDAH
11/03/2022 08.50.00,Banjir,Jombang Kabupaten,Cerah Berawan,SEDANG
11/03/2022 07.00.32,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
10/03/2022 20.00.10,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
10/03/2022 20.00.00,Banjir,Sidoarjo Kabupaten,Hujan Lebat,RENDAH
10/03/2022 19.43.03,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
10/03/2022 18.13.00,Banjir Bandang,Tuban Kabupaten,Hujan Sedang,SEDANG
10/03/2022 18.00.06,Banjir,Surabaya Kota,Hujan Lebat,RENDAH
10/03/2022 18.00.00,Banjir,Sidoarjo Kabupaten,Hujan Lebat,RENDAH
10/03/2022 15.30.07,Banjir,Pamekasan Kabupaten,Hujan Lebat,RENDAH
10/03/2022 15.00.00,Banjir,Jombang Kabupaten,Berawan,SEDANG
10/03/2022 15.00.00,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
09/03/2022 19.00.00,Banjir,Mojokerto Kabupaten,Hujan Ringan,RENDAH
09/03/2022 18.30.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
09/03/2022 15.35.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
08/03/2022 21.30.32,Banjir,Pasuruan Kabupaten,Hujan Lebat,SEDANG
08/03/2022 19.57.42,Banjir,Pasuruan Kota,Hujan Lebat,SEDANG
08/03/2022 17.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
08/03/2022 15.30.11,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
08/03/2022 14.00.14,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
08/03/2022 14.00.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
06/03/2022 16.00.00,Banjir,Pasuruan Kabupaten,Berawan,SEDANG
04/03/2022 16.00.25,Banjir,Probolinggo Kabupaten,Hujan Lebat,RENDAH
04/03/2022 16.00.00,Banjir,Pasuruan Kabupaten,Hujan Deras,RENDAH
03/03/2022 19.30.00,Banjir,Probolinggo Kabupaten,Hujan Ringan - Lebat,RENDAH
03/03/2022 17.00.00,Banjir,Sidoarjo Kabupaten,Hujan Ringan,RENDAH
03/03/2022 15.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,SEDANG
03/03/2022 11.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,SEDANG
02/03/2022 17.00.00,Banjir,Probolinggo Kabupaten,Hujan,RENDAH
02/03/2022 17.00.00,Banjir,Mojokerto Kabupaten,Berawan,RENDAH
02/03/2022 14.00.00,Banjir,Probolinggo Kabupaten,Hujan Lebat,SEDANG
01/03/2022 15.02.53,Banjir,Sampang Kabupaten,Hujan,SEDANG
01/03/2022 09.00.02,Banjir,Pamekasan Kabupaten,Hujan Ringan - Lebat,SEDANG
01/03/2022 06.00.41,Banjir,Bangkalan Kabupaten,Hujan Lebat,SEDANG
01/03/2022 05.00.00,Banjir,Lamongan Kabupaten,Hujan,RENDAH
01/03/2022 03.00.10,Banjir,Lamongan Kabupaten,Hujan,RENDAH
27/02/2022 18.30.00,Banjir,Mojokerto Kota,Hujan,RENDAH
26/02/2022 18.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
26/02/2022 18.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
26/02/2022 18.30.00,Banjir,Nganjuk Kabupaten,Hujan,RENDAH
26/02/2022 18.00.00,Banjir,Ngawi Kabupaten,Hujan,RENDAH
26/02/2022 16.30.00,Banjir,Mojokerto Kabupaten,Hujan Ringan,RENDAH
26/02/2022 16.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
26/02/2022 11.00.00,Banjir,Pamekasan Kabupaten,Hujan,RENDAH
25/02/2022 22.30.00,Banjir,Pasuruan Kota,Hujan Sedang - Lebat,SEDANG
25/02/2022 22.30.00,Banjir,Pasuruan Kota,Hujan Sedang - Lebat,RENDAH
25/02/2022 18.30.00,Banjir,Pasuruan Kota,Hujan Lebat,SEDANG
25/02/2022 16.40.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,SEDANG
21/02/2022 15.30.00,Banjir,Surabaya Kota,Hujan Sangat Lebat,RENDAH
19/02/2022 15.50.00,Banjir,Kediri Kota,Hujan Lebat,RENDAH
19/02/2022 14.30.00,Banjir,Magetan Kabupaten,Hujan Sedang,RENDAH
18/02/2022 14.00.00,Banjir,Banyuwangi Kabupaten,Berawan,RENDAH
18/02/2022 14.00.00,Banjir,Pasuruan Kota,Berawan,RENDAH
18/02/2022 06.30.00,Banjir,Tuban Kabupaten,Hujan Ringan,RENDAH
15/02/2022 19.00.00,Banjir,Bojonegoro Kabupaten,Berawan - Hujan Lebat,RENDAH
15/02/2022 13.36.00,Banjir,Probolinggo Kabupaten,Berawan - Hujan Sedang,RENDAH
14/02/2022 21.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
14/02/2022 08.00.06,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
13/02/2022 20.30.00,Banjir,Magetan Kabupaten,Hujan,RENDAH
13/02/2022 18.00.00,Banjir,Pacitan Kabupaten,Hujan,RENDAH
13/02/2022 18.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
13/02/2022 16.30.00,Banjir,Sidoarjo Kabupaten,Berawan,RENDAH
13/02/2022 02.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
13/02/2022 02.00.00,Banjir,Sidoarjo Kabupaten,Hujan,SEDANG
12/02/2022 23.00.00,Banjir,Pasuruan Kabupaten,Berawan,SEDANG
12/02/2022 21.35.00,Banjir,Pasuruan Kota,Hujan Lebat,SEDANG
12/02/2022 21.30.49,Banjir,Pasuruan Kabupaten,Hujan Lebat,TINGGI
12/02/2022 21.30.41,Banjir,Pasuruan Kota,Hujan Lebat,SEDANG
12/02/2022 21.30.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
12/02/2022 21.00.54,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
12/02/2022 17.30.14,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
12/02/2022 16.35.13,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
11/02/2022 23.00.00,Banjir,Pamekasan Kabupaten,Hujan Sedang-Lebat,RENDAH
10/02/2022 16.30.00,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
10/02/2022 16.00.00,Banjir,Sumenep Kabupaten,Hujan,SEDANG
10/02/2022 02.00.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
09/02/2022 22.30.00,Banjir,Mojokerto Kabupaten,Hujan,SEDANG
09/02/2022 16.00.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
06/02/2022 20.00.00,Banjir Bandang,Magetan Kabupaten,Berawan,RENDAH
06/02/2022 17.30.00,Banjir,Probolinggo Kabupaten,Hujan,SEDANG
06/02/2022 16.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
06/02/2022 16.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
06/02/2022 15.45.00,Banjir,Jember Kabupaten,Hujan lebat,RENDAH
06/02/2022 15.30.00,Banjir,Pasuruan Kota,Hujan,SEDANG
06/02/2022 15.30.00,Banjir,Mojokerto Kabupaten,Hujan,SEDANG
06/02/2022 14.00.00,Banjir,Pasuruan Kabupaten,Hujan,TINGGI
05/02/2022 16.00.00,Banjir,Pasuruan Kabupaten,Berawan,RENDAH
05/02/2022 16.00.00,Banjir,Pasuruan Kabupaten,Berawan,RENDAH
02/02/2022 18.00.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
02/02/2022 02.00.00,Banjir,Bangkalan Kabupaten,Cerah Berawan,RENDAH
02/02/2022 02.00.00,Banjir,Bangkalan Kabupaten,Berawan,RENDAH
31/01/2022 16.30.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
31/01/2022 15.45.00,Banjir,Blitar Kota,Hujan Lebat,RENDAH
29/01/2022 19.30.00,Banjir,Mojokerto Kabupaten,Hujan Ringan,SEDANG
28/01/2022 18.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
28/01/2022 16.42.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
28/01/2022 15.39.00,Banjir,Pamekasan Kabupaten,Hujan Sedang,RENDAH
26/01/2022 14.20.00,Banjir,Jember Kabupaten,Berawan,RENDAH
25/01/2022 15.30.00,Banjir,Jember Kabupaten,Berawan,RENDAH
25/01/2022 13.30.00,Banjir,Lumajang Kabupaten,Berawan,RENDAH
24/01/2022 09.30.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
22/01/2022 18.00.00,Banjir,Nganjuk Kabupaten,Hujan Intensitas Tinggi,RENDAH
21/01/2022 08.30.00,Banjir,Jombang Kabupaten,Berawan,SEDANG
20/01/2022 20.30.00,Banjir,Mojokerto Kota,Berawan,RENDAH
20/01/2022 20.00.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
20/01/2022 20.00.00,Banjir,Mojokerto Kabupaten,Hujan lebat,RENDAH
20/01/2022 19.30.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
20/01/2022 19.00.00,Banjir,Jombang Kabupaten,Hujan Lebat,SEDANG
20/01/2022 18.00.00,Banjir,Jember Kabupaten,Hujan Lebat,SEDANG
20/01/2022 15.30.00,Banjir,Kediri Kabupaten,Hujan Lebat,RENDAH
20/01/2022 15.00.00,Banjir,Jombang Kabupaten,Cerah,RENDAH
20/01/2022 08.00.00,Banjir,Lamongan Kabupaten,Cerah Berawan,RENDAH
19/01/2022 16.35.00,Banjir,Madiun Kabupaten,Hujan,SEDANG
19/01/2022 15.30.00,Banjir,Jember Kabupaten,Hujan,RENDAH
19/01/2022 15.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,SEDANG
19/01/2022 15.15.00,Banjir,Nganjuk Kabupaten,Hujan,RENDAH
19/01/2022 12.00.00,Banjir,Lamongan Kabupaten,Hujan Lebat,SEDANG
19/01/2022 12.00.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
18/01/2022 15.45.00,Banjir,Malang Kota,Hujan Lebat,RENDAH
18/01/2022 15.00.00,Banjir,Bondowoso Kabupaten,Hujan Lebat,RENDAH
18/01/2022 14.00.00,Banjir,Pasuruan Kota,Hujan,RENDAH
18/01/2022 13.00.00,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
17/01/2022 18.30.00,Banjir,Probolinggo Kabupaten,Hujan,RENDAH
17/01/2022 17.10.00,Banjir,Jember Kabupaten,Berawan,SEDANG
17/01/2022 17.00.00,Banjir,Probolinggo Kabupaten,Hujan,RENDAH
15/01/2022 16.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,TINGGI
15/01/2022 16.20.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
15/01/2022 14.40.00,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
14/01/2022 20.00.00,Banjir,Jember Kabupaten,Hujan Ringan,SEDANG
14/01/2022 14.00.00,Banjir,Jember Kabupaten,Hujan Deras,RENDAH
13/01/2022 19.00.00,Banjir,Kediri Kabupaten,Hujan Lebat,RENDAH
13/01/2022 16.00.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
12/01/2022 15.30.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
11/01/2022 23.00.00,Banjir,Jombang Kabupaten,Hujan Ringan,RENDAH
11/01/2022 18.00.00,Banjir,Nganjuk Kabupaten,Hujan Intensitas Sedang,SEDANG
11/01/2022 17.30.00,Banjir,Ngawi Kabupaten,Hujan,RENDAH
11/01/2022 17.30.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
11/01/2022 16.00.00,Banjir,Situbondo Kabupaten,Hujan Deras,RENDAH
10/01/2022 21.30.00,Banjir,Mojokerto Kabupaten,Hujan Sedang - Lebat,RENDAH
10/01/2022 20.47.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
10/01/2022 19.00.00,Banjir,Pasuruan Kabupaten,Hujan Ringan,SEDANG
09/01/2022 23.00.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
09/01/2022 18.00.00,Banjir,Lumajang Kabupaten,Hujan Ringan,RENDAH
09/01/2022 17.00.00,Banjir,Mojokerto Kabupaten,Hujan Ringan,SEDANG
09/01/2022 16.00.00,Banjir,Bondowoso Kabupaten,Hujan Ringan,RENDAH
09/01/2022 15.00.00,Banjir,Jember Kabupaten,Berawan,TINGGI
09/01/2022 13.00.00,Banjir,Pasuruan Kabupaten,Hujan Ringan,TINGGI
08/01/2022 01.00.00,Banjir,Pamekasan Kabupaten,Hujan Lebat,RENDAH
07/01/2022 06.00.00,Banjir,Bangkalan Kabupaten,Hujan Lebat,SEDANG
05/01/2022 04.40.00,Banjir,Bangkalan Kabupaten,Hujan Lebat,RENDAH
04/01/2022 23.30.00,Banjir Rob,Pasuruan Kota,Berawan,RENDAH
03/01/2022 03.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
02/01/2022 21.00.00,Banjir,Pasuruan Kota,Berawan,RENDAH
02/01/2022 12.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
02/01/2022 11.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
01/01/2022 20.00.00,Banjir,Nganjuk Kabupaten,Hujan Ringan,RENDAH
01/01/2022 15.00.00,Banjir,Trenggalek Kabupaten,Berawan,RENDAH
31/12/2021 13.00.00,Banjir,Pamekasan Kabupaten,Hujan Lebat,RENDAH
29/12/2021 08.00.00,Banjir,Bojonegoro Kabupaten,Berawan,SEDANG
28/12/2021 02.00.00,Banjir,Bojonegoro Kabupaten,Cerah,TINGGI
27/12/2021 16.00.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
23/12/2021 21.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
23/12/2021 18.20.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
23/12/2021 17.00.00,Banjir,Magetan Kabupaten,Hujan Lebat,RENDAH
23/12/2021 16.00.00,Banjir,Madiun Kabupaten,Hujan Lebat,TINGGI
23/12/2021 13.30.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
20/12/2021 18.35.00,Banjir,Kediri Kota,Hujan Lebat,RENDAH
20/12/2021 17.50.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
20/12/2021 05.00.00,Banjir,Lumajang Kabupaten,Berawan,RENDAH
18/12/2021 15.30.00,Banjir,Kediri Kabupaten,Hujan Sedang - Lebat,RENDAH
18/12/2021 01.15.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
18/12/2021 01.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
17/12/2021 22.30.00,Banjir,Ponorogo Kabupaten,Hujan Ringan,RENDAH
17/12/2021 22.00.00,Banjir,Ponorogo Kabupaten,Hujan Sedang - Lebat,RENDAH
17/12/2021 06.52.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
16/12/2021 17.00.00,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
15/12/2021 23.05.00,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
15/12/2021 21.00.00,Banjir,Situbondo Kabupaten,Hujan Lebat,TINGGI
15/12/2021 20.00.00,Banjir,Lamongan Kabupaten,Berawan,TINGGI
15/12/2021 19.29.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
15/12/2021 18.47.00,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
15/12/2021 18.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
13/12/2021 19.30.00,Banjir,Jember Kabupaten,Cerah,SEDANG
13/12/2021 11.00.00,Banjir,Lamongan Kabupaten,Cerah,RENDAH
12/12/2021 12.51.00,Banjir,Gresik Kabupaten,Hujan Sedang,SEDANG
10/12/2021 19.00.00,Banjir,Nganjuk Kabupaten,Berawan,RENDAH
09/12/2021 00.00.00,Banjir,Sidoarjo Kabupaten,Hujan Lebat,RENDAH
08/12/2021 20.20.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
08/12/2021 19.00.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
07/12/2021 18.00.00,Banjir,Mojokerto Kabupaten,Berawan,RENDAH
06/12/2021 21.40.00,Banjir Rob,Banyuwangi Kabupaten,Berawan,SEDANG
06/12/2021 00.10.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
05/12/2021 03.00.00,Banjir,Sampang Kabupaten,Hujan Sedang,RENDAH
05/12/2021 02.00.00,Banjir,Sidoarjo Kabupaten,Hujan Sedang,SEDANG
04/12/2021 18.40.00,Banjir Rob,Pasuruan Kota,Berawan,SEDANG
04/12/2021 16.00.00,Banjir,Sumenep Kabupaten,Berawan,RENDAH
04/12/2021 15.30.00,Banjir,Tuban Kabupaten,Cerah,RENDAH
04/12/2021 15.00.00,Banjir,Pasuruan Kabupaten,Berawan,SEDANG
04/12/2021 13.00.00,Banjir,Bondowoso Kabupaten,Berawan,RENDAH
04/12/2021 11.30.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
04/12/2021 11.30.00,Banjir,Jember Kabupaten,Hujan Sedang - Lebat,RENDAH
03/12/2021 22.30.00,Banjir Rob,Pasuruan Kota,Berawan,SEDANG
03/12/2021 11.35.00,Banjir,Lamongan Kabupaten,Hujan Lebat,TINGGI
03/12/2021 06.30.00,Banjir,Bangkalan Kabupaten,Hujan Lebat,TINGGI
03/12/2021 02.00.00,Banjir,Sampang Kabupaten,Hujan Lebat,SEDANG
02/12/2021 19.00.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
01/12/2021 18.00.00,Banjir,Probolinggo Kabupaten,Hujan Lebat,RENDAH
01/12/2021 17.30.00,Banjir,Probolinggo Kota,Berawan,RENDAH
01/12/2021 14.00.00,Banjir,Jember Kabupaten,Hujan,SEDANG
30/11/2021 18.00.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
30/11/2021 15.00.00,Banjir,Jember Kabupaten,Berawan,RENDAH
30/11/2021 14.00.00,Banjir,Batu Kota,Hujan Ringan - Sedang,RENDAH
30/11/2021 07.00.00,Banjir,Sidoarjo Kabupaten,Berawan,RENDAH
30/11/2021 02.30.00,Banjir,Pasuruan Kota,Hujan Lebat,TINGGI
29/11/2021 11.30.00,Banjir,Sampang Kabupaten,Hujan Lebat,RENDAH
28/11/2021 20.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
28/11/2021 19.29.00,Banjir,Sampang Kabupaten,Hujan Lebat,RENDAH
28/11/2021 08.41.00,Banjir,Madiun Kabupaten,Cerah Berawan,RENDAH
27/11/2021 20.00.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
27/11/2021 15.30.00,Banjir,Bojonegoro Kabupaten,Berawan,RENDAH
27/11/2021 15.00.00,Banjir,Pasuruan Kabupaten,Berawan,RENDAH
27/11/2021 15.00.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
27/11/2021 14.30.00,Banjir,Bojonegoro Kabupaten,Berawan,SEDANG
27/11/2021 14.00.00,Banjir,Pamekasan Kabupaten,Berawan,RENDAH
27/11/2021 13.00.00,Banjir,Mojokerto Kabupaten,Cerah,RENDAH
26/11/2021 21.24.00,Banjir,Lamongan Kabupaten,Berawan,RENDAH
26/11/2021 20.00.00,Banjir,Lamongan Kabupaten,Berawan,RENDAH
26/11/2021 14.30.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
26/11/2021 09.30.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
25/11/2021 17.00.00,Banjir,Pasuruan Kabupaten,Berawan,RENDAH
25/11/2021 15.30.00,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
